Qual a função do Hub em uma rede de computadores?;Distribuir dados entre apenas dois computadores;Emular um cabo físico, fazendo todo o sistema funcionar como uma Ethernet convencional;Direcionar os sinais diretamente a um provedor de Internet;2
Qual o conceito básico do protocolo DHCP?;O conceito é algumas vezes chamado de Encryptet Networking (rede onde o computador se conecta e sobre fortes definições de segurança); É um protocolo utilizado em redes de computadores que não permite às máquinas obterem um endereço IP automaticamente.;O DHCP permite que um computador possa ser deslocado para uma nova rede e obtenha informações de configuração sem necessitar que um administrador faça alterações manuais em um banco de dados do servidor.;3
O que é uma rede de computadores?;Conjunto de periféricos integrados;Vários computadores que fazem parte dos setores de uma organização.;Conjunto de computadores interligados entre si, compartilhando recursos.;3
O que é a arquitetura TCP/IP?;Um conjunto de protocolos de comunicação entre computadores em rede.;permite que duas máquinas se comuniquem entre elas, além de controlar o estado da transmissão;O TCP divide os dados a serem transmitidos em pequenos blocos de dados, identificando-os de forma a que no host de destino seja possível reagrupá-los.;1
Sobre as camadas dos padrões do modelo OSI. Qual a alternativa correta que contempla as Camadas OSI?;Aplicação, Apresentação, Sessão, Transparência, Rede, Enlace, Conexão.;Aplicação, Transporte, Inter-rede, Interface de rede.;Aplicação, Transporte, Rede, Enlace, Física.;1
Atualmente, existem diversos tipos de equipamentos para realizar a acessibilidade da rede. Cada um desses equipamentos trabalha em um nível do modelo OSI. Qual alternativa abaixo apresenta corretamente o equipamento e o seu nível de operação?;Hubs ? nível de rede.;Roteadores ? nível físico.;Switches ? nível de enlace.;3
Hoje em dia, quando se fala de rede, refere-se a três categorias principais: redes locais (LAN), redes de abrangência metropolitana (MAN) e redes de ampla abrangência, geograficamente distribuídas (WAN). Essa categorização é determinada pelo tamanho da rede. A respeito das características específicas dessas categorias, é correto afirmar que:;Uma rede de TV a cabo é um exemplo de LAN.;LAN é uma rede composta por dispositivos pertencentes a diferentes empresas.;A rede de TV a cabo é um exemplo de rede de abrangência metropolitana.;3
Em uma rede IPv4, os dispositivos podem se comunicar enviando pacotes pelos modos Unicast, Multicast ou Broadcast. Suponha que você queria enviar um pacote de arquivos para um grupo específico de dispositivos da rede, qual será o processo de comunicação IPv4 utilizado?;Unicast.;Multicast.;Broadcast.;2
As camadas do modelo OSI interagem entre si, porém cada uma tem seu próprio objetivo principal. Considerando essa afirmativa, qual camada do modelo OSI é utilizada pelos protocolos para determinar o melhor caminho para uma rede de destino?;Camada física ou acesso à rede.;Camada de enlace.;Camada de rede ou internet.;3
Como podemos observar no livro “Fundamentos de Redes de Computadores” de Jonathan Silva, no capítulo de Arquitetura de Redes, há uma explicação sobre cada um dos tipos de topologia. Sobre a topologia de barramento qual das vantagens abaixo é verdadeira:;baixo custo de matéria-prima e mão de obra;uma falha em uma máquina não afeta o restante da rede.;todas as máquinas acessam a rede igualmente e sem impacto em performance;1
A respeito do modelo de Referência OSI presente no livro “Fundamentos de Rede de Computadores” de Jonathan Silva, no capítulo de Arquitetura de Redes, qual a ordem correta:;Rede, Enlace de Dados, Transporte, Aplicação, Apresentação, Física;Aplicação, Apresentação, Sessão, Transporte, Rede, Enlace de Dados, Física;Física, Enlace de Dados, Rede, Transporte, Sessão, Apresentação, Aplicação;3
Sobre o modelo TCP/IP, é correto afirmar:;Este modelo permite controle do acesso ao meio de transmissão e detecção de colisão, além de manter uma tabela com os endereços físicos dos equipamentos da rede.;Este modelo, é o modelo a partir do qual a internet se desenvolveu, é utilizado na aplicação de toda a internet e redes de computadores.;Este modelo é totalmente similar ao modelo OSI;2
Com base no capítulo 13 do livro “Redes de Computadores e Internet” de Douglas Comer, selecione abaixo a descrição que se encaixa com a rede LAN:;Custo baixo. Tem capacidade de abranger uma sala ou edifício;Custo médio. Tem capacidade de abranger uma grande cidade ou região metropolitana;Custo elevado. Tem capacidade de abranger várias cidades;1
No capítulo 13 do livro “Redes de Computadores e Internet” de Douglas Comer, é apresentado ao leitor informações sobre os tipos de rede e suas variações. Sobre as subcamadas do modelo IEEE, qual o objetivo da subcamada MAC:;Endereçamento e demultiplexação;Acesso ao meio físico compartilhado;Controle lógico do Enlace;2
É um tipo de topologia de rede?;Estrela;TCP/IP;switch;1
Quantas camadas tem o modelo TCP/IP?;Cinco;Quatro;Sete;2
É uma vantagem da topologia de barramento:;Uma falha em uma máquina não afeta o restante da rede.;Baixo custo de matéria-prima e mão de obra.;Maior redundância, confiabilidade e facilidade de diagnósticos;2
Qual o ponto central em uma topologia estrela?;Servidor;Computador;Switch;3
Oque significa a sígla IP?;Internet Protocol.;Importar pedidos.;Iimitar padrão.;1
É muito importante saber na hora da escolha do meio de comunicação qual a finalidade e qual a topologia da rede que será implementada. Imagine uma microempresa que precisa implementar uma rede para conectar dois computadores, um notebook e uma impressora. Determine qual das opções abaixo indica o tipo de meio adequado para ligar esses quatro.;Fibra óptica monomodo.;Cabo de par trançado UTP ou STP.;Cabo coaxial.;2
Viviane é gerente nacional de uma rede de consultoria em telemedicina. Periodicamente, ela visita unidades em oito Estados diferentes. Nesses momentos, carrega consigo seu notebook particular, por meio do qual realiza atualização de e-mails e outras tarefas de gestão. Como algumas vezes precisa imprimir fichas e relatórios, Viviane solicitou ao seu gerente de TI que implementasse uma tecnologia para permitir que seu note se conectasse à rede sem ser necessária a utilização de cabos. O gerente implementou uma interface no notebook de Viviane e outra nas impressoras de todas as sedes. Agora, Viviane consegue conectar seu notebook à rede da impressora em qualquer uma das unidades. Analise a situação e responda qual meio de transmissão foi implementado no notebook de Viviane.;Infravermelho.;Laser ponto a ponto.;Bluetooth.;1
"Os satélites são meios não terrestres de comunicação. Eles estão localizados fora da atmosfera da Terra e são classificados em três grandes categorias. Quando se fala em ""baixo atraso"" e ""forma elíptica"", quais tipos de satélites, respectivamente, estão sendo referidos? E qual a lei que rege o movimento dos objetos que orbitam a Terra?";Satélites LEO e GEO. Lei de Kepler.;Satélites LEO e GEO. Lei de Shannon.;Satélites LEO e MEO. Lei de Kepler.;3
Meios de comunicação permitem a transmissão de sinais da origem a um ou mais destinos. Na hora de escolher o meio, é importante entender como ele funciona, sua performance e sensibilidade a fatores externos. Analise as alternativas abaixo e indique quais meios de comunicação são considerados sensíveis a interferências eletromagnéticas.;Cabo de par trançado nível 5, cabo coaxial blindagem simples, cabo de par trançado blindado.;Feixe de laser cabo de par trançado nível 5, cabo coaxial blindagem simples.;Cabo coaxial blindagem simples, cabo de fibra óptica monomodo, comunicação por infravermelho no ar.;1
É sabido que meios de comunicação não cabeados sofrem diversos tipos de interferência até chegarem ao destino, o que causa atraso e perda da qualidade do sinal. Sabendo disso, analise as alternativas e identifique o fenômeno no qual a onda eletromagnética ultrapassa o obstáculo para conseguir chegar ao lado receptor.;Reflexão.;Espelhamento.;Difração.;2
Deseja-se verificar se uma determinada máquina (computador) conectada à internet está ativa ou não. O protocolo, do conjunto TCP/IP, a ser utilizado para essa verificação é o?;ICMP.;ARP.;RIP.;1
Quais as quatro formas básicas ou topologias que são usadas para caracterizar LAN?;Barramento, Estrela, Anel, Malha, Enlace e Rede;Aplicação, transporte, internet, acesso à rede.;Barramento, Estrela, Anel e Malha.;3
O modelo OSI é uma referência para modelos mais atuais. Quais camadas que constituem o modelo de referência do sistema OSI?;Aplicação, apresentação, sessão, transporte, rede, enlace e física.;Aplicação, transporte, internet, acesso à rede.;Apresentação, enlace, transporte e rede.;1
Qual é a utilidade de um servidor DHCP?;É um protocolo para configuração de roteadores.;Fornecer números IP automaticamente para novos membros da rede;Monitorar a rede e informar ao superusuário (root) cada vez que um novo membro se conecta;2
Qual a funcionalidade da camada física?;Gerencia o início e o término de circuitos virtuais entre equipamentos de rede.;Transmissão de bits através dos meios físicos de redes.;Gerencia o início e o término das sessões entre as aplicações.;2
Informe a alternativa que conste a  respectiva ordem de blocos do modelo TCP/IP:;Apresentação - Transporte - Enlace - Interface de Rede.;Aplicação - Sessão - Enlace - Física.;Aplicação - Transporte - Internet/Rede - Interface de Rede.;3
O protocolo IPv6 vem sendo incrementado gradativamente nos dispositivos atuais. Tal mudança exige que os protocolos IPv4 (mais antigo e mais usado atualmente) e IPv6 coexistem na rede, o que gerou a necessidade de criar técnicas para uma boa transição. Uma dessas técnicas consiste na convivência dos dois protocolos em um mesmo dispositivo. O nome desta técnica é:;Tunelamento.;Pilha dupla.;Tradução.;2
Quais das tecnologias de comutação por pacotes, a seguir, descreve a categoria WAN (Wide Area Network):;Custo baixo, abrange uma sala ou edifício.;Custo médio, abrange uma grande cidade ou uma região metropolitana.;Custo alto, abrange várias cidades.;3
Qual protocolo é utilizado para o usuário navegar na Internet de maneira segura:;HTTPS.;FTP.;SSH.;1
Quando se fala em topologia em estrela, pode se dizer que são vantagens deste tipo de topologia?;O uso de cabo é econômico e de fácil instalação e expansão,lentidão e congestionamento na rede.;Todas máquinas acessam a rede igualmente e sem impacto em performance, uma falha ocorrida no equipamento de rede central paralisa a rede toda.;Adição de equipamentos de maneira simples, caso ocorra uma falha em uma máquina não afeta o restante da rede, desta forma identificar o problema é mais simples, pois somente o componente defeituoso estará sem rede.;3
Segundo Comer (2015), o modelo de referência TCP/IP, como seu próprio nome já diz, é um modelo utilizado na aplicação de toda a internet e redes de computadores, ou seja, o modelo OSI é usado como uma referência, enquanto o modelo TCP/IP é o modelo a partir do qual a internet se desenvolveu e funciona até hoje. A primeira camada do modelo TCP/IP, a camada de acesso à rede, tem como responsabilidade:;Encaminhar os dados para a camada de transporte para que as aplicações de usuário possam interagir com a rede.;Encaminhamento de local entre dois hosts diretamente conectados, e controle do acesso ao meio físico.;Controle de fluxo, controle de erro, sequencialização e multiplexação do acesso ao nível inter-rede (rede).;2
São vantagens da fibra óptica em relação as fiações de cobre:;Não requer equipamentos especiais nem tanta experiência para instalação, desta forma tem um custo bem menor em relação ao cobre.;Imune ao ruído elétrico, tem maior largura de banda, e a luz que viaja através dela não enfraquece tanto quanto os sinais elétricos que viajam através do cobre;São adequados para uso ao ar livre e podem se estender por distâncias maiores do que fios de cobre, por isso é especialmente útil nas cidades para transmitir de prédio em prédio.;2
Para utilizar a transmissão serial, o emissor eo receptor dos dados devem ter um módulo de hardware que faz a conversão dos dados da forma paralela utilizada no dispositivo para a forma serial utilizada no fio. Em um sistema de transmissão serial, os mecanismos podem ser divididos em três tipos, dependendo de como as transmissões ficam divididas ao longo do tempo (COMER, 2016), Quais são elas?;transmissão assíncrona, transmissão síncrona,transmissão isócrona.;transmissão isócrona, transmissão estrela, transmissão paralela.;transmissão síncrona,transmissão isócrona, transmissão de banda.;1
Quais as principais vantagens da topologia estrela?;A existência de um problema em um computador ou porta , não compromete toda a rede. A adição de mais máquinas é simples.;Quando o elemento central falha, os demais não são afetados.;Difícil rastreamento de pontos com problemas. Manutenção de alto custo.;1
Quais as duas principais características de uma arquitetura de redes em camadas?;Cada camada disponibiliza serviço a camada superior e cada camada comunica-se apenas com camadas correspondentes em outros serviços.;As camadas interagem entre si sem hierarquia, uma oferecendo suporte a outra, sem importar a posição.;As camadas comunicam-se com qualquer outra camada no dispositivo receptor. O processo de encapsulamento não necessita ser reconhecido pela camada correspondente.;1
Qual a função da camada de transporte no modelo TCP/IP?;Controlar como será o acesso ao meio físico.;ela é responsável pela transferência entre dois equipamentos de rede independente do tipo de aplicação usada.;Fornecer serviços para transferência para que as aplicações do usuário possam interagir com a rede.;2
Qual a diferença entre sistema de comunicação half-duplex e full-duplex?;No sistema half-duplex os dados trafegam com mais velocidade e no sistema full-duplex com menos velocidade.;No half-duplex o dispositivo emissor e receptor podem enviar e receber dados desde que não ocorra ao mesmo tempo.;Os dois são semelhantes, o que diferencia é o tipo de cabo usado;2
Qual o principal objetivo da multiplexação?;O objetivo e usar cada fio do cabo de rede para enviar diferentes mensagens.;Aumentar a taxa de transferência de um cabo.;O principal objetivo e partilhar de maneira física um meio de comunicação entre varias conexões independentes e simultâneas em um mesmo espaço de comunicação.;3
Qual é a vantagem da topologia em anel?;A vantagem é que a rede é simples e relativamente confiável.;A vantagem é que todas as máquinas acessam a rede igualmente e sem impacto em performance;A vantagem é a maior redundância e confiabilidade e facilidade de diagnóstico.;2
Quantas camadas têm o modelo padrão TCP/IP?;3;4;7;2
Quais são os principais protocolos da camada de Transporte?;IP E TCP;HTTP E SMTP;TCP E UDP;3
Quantas camadas têm o modelo OSI ?;5;3;7;3
Quanto à dispersão geográfica, como são classificadas as redes de computadores?;LAN, MAN, WAN;MAN, NAN, LAN;LAN, MAN, TAN;1
Qual o comando utilizado para realizar testes de comunicação entre equipamentos na rede interna ou externa?;ipconfig;ping;netstat;2
Quanto às topologias físicas de redes de computadores, como são denominadas?;Barra, Anular, Estrela e Token;Anel, Híbrida, Estrela e Camada;Barramento, Anel, Estrela e Híbrida;3
Qual a função do DNS?;Funciona como um sistema de tradução de endereços IP para nomes de domínios, fazendo também a resolução reversa.;É um endereço físico, associado à interface de comunicação, que se conecta a um dispositivo de rede.;É uma ferramenta de diagnóstico que rastreia a rota de um pacote através de uma rede de computadores que utiliza os protocolos IP e o ICMP.;1
Qual a função do firewall em uma rede de computadores?;Uma porta de ligação, intermediária geralmente destinada a interligar redes, separar domínios de colisão, ou mesmo traduzir protocolos.;É um dispositivo de uma rede de computadores que tem por objetivo aplicar uma política de segurança a um determinado ponto da rede, são geralmente associados às redes TCP/IP.;É uma sub-rede física ou lógica que contém e expõe serviços de fronteira externa de uma organização a uma rede maior e não confiável, normalmente a Internet.;2
O que é a tecnologia Broadcast?;Modo de transferência de arquivos mais rápido.;Transmissão simultânea para todos os hosts na rede.;Transmissão aleatória na rede.;2
Assinale a alternativa correta a respeito de uma característica da comunicação por meio da fibra óptica:;usa luz como energia;possui um preço mais acessível em relação à via rádio, por exemplo;possui um grande tempo de resposta;1
Uma rede local consiste em uma rede de computadores utilizada na interconexão de equipamentos processadores, cuja finalidade é a troca de dados. Sendo assim, qual é a topologia de rede que possui uma única interface física?;anel;barramento;estrela;3
Sobre as categorias das redes PAN assinale a alternativa correta:;Infravermelho: Comunicação em distâncias que abrangem uma residência, permitem aos aparelhos elétricos se conectarem ao Smart Grid;Outras tecnologias sem fio ISM: Comunicação por visada direta entre um dispositivo pequeno e um sistema próximo;Bluetooth: Comunicação a curta distância entre um dispositivo periférico e um sistema;3
Sobre o modelo OSI assinale a alternativa correta:;Consiste de 7 camadas: Aplicação, apresentação, sessão, transporte, rede, enlace e física.;Consiste de 4 camadas: Aplicação, transporte, internet, acesso a rede.;Consiste em 5 camadas: Aplicação, transporte, internet, acesso a rede, física.;1
As redes de computadores podem possuir diferentes classificações dependendo do aspecto a ser tratado elas podem ser;Meio de conexão redes cabeadas ou sem fio e pela topologia forma que está conectado entre si.;De acordo com os equipamentos conectados computadores impressoras.;Classificado pelo seu meio de transmissão.;1
Temos como tipos de rede ip os níveis em que elas estão conectadas e é importante sua estrutura lógica de endereçamento que separa as redes interconectadas são elas;LAN, WIFI e Cabo Coaxial;LAN, WAN e VPN;IP, VPN e OSI;2
As camadas que compõem o modelo OSI são:;Aplicação, apresentação, sessão, transporte, rede, enlace, física;Aplicação, IPv4, TCP, UDP, transporte, topologia, WAN;Rede, enlace, física, WiMAX, WI-FI, Rede cabeada, sessão;1
O protocolo HTTP (HyperText Transfer Protocol) é um exemplo de recurso implementado em qual camada do modelo OSI.;Camada Apresentação;Camada Sessão;Camada Aplicação;3
Um breve conceito sobre WAN (Wide Area Network);Uma rede formada por diferentes LANs separadas geograficamente;Vários usuários numa mesma área tendo acesso a recursos compartilhados servidores e impressoras;Vários usuários utilizando redes convencionais ou Wi-Fi;1
Dos equipamentos de rede abaixo, qual tem a função de escolher o melhor caminho para o envio da informação?;Switch;Roteador;Access Point;2
A qual camada pertence o protocolo IP?;Enlace;Rede;Física;2
Sabemos que redes de computadores podem ser classificadas de acordo com o tamanho da área geográfica que elas abrangem. A mais conhecida delas é a Wide Area Network (WAN), já que afinal de contas a Internet é o maior exemplo de WAN que temos na atualidade. Tendo isso em vista, qual das opções abaixo não é uma classificação de rede:;LAN;MAN;BAN;3
O termo topologia de rede refere-se ao modo que os computadores de uma rede local são conectados entre si. Qual das topologias é a mais utilizada nos dias de hoje?;Topologia Anel;Topologia Barramento/Linear;Topologia Estrela;3
Protocolos de rede são a base para qualquer comunicação de dados entre dois sistemas computacionais. Um protocolo nada mais é que uma padronização que controla o fluxo de dados entre uma transferência de dados. Quais das opções abaixo não contém um protocolo de redes de computadores:;HTTP, FTP e SMTP;DHCP, DNS e LDAP;NTP, WIFI e NAT.;3
A camada de rede oferece serviços a qual camada?;Enlace;Sessão;Transporte;3
“Nesse cenário todas as máquinas têm conexão com todas as outras máquinas possíveis e a informação pode ser transmitida da origem até o destino. ” Neste trecho nos referimos a um tipo de topologia, qual é ela?;Topologia em Malha;Topologia em Anel;Topologia em Estrela;1
“(...)é basicamente um acordo entre as partes que se comunicam, o que estabelece como se dará a comunicação. ” Este trecho se refere a que?;Camadas;Protocolo;Cabeamento;2
Independente do meio utilizado para fazer uma transmissão de dados, sempre haverá uma codificação. Entre os tipos diferentes de comunicação, quais das características abaixo se refere a codificação multinível:;apresenta envio de mais bits a cada variação do sinal.;existem três níveis de tensão, que são o positivo, o negativo e o zero.;a tensão oscila entre valores positivos e negativos.;1
Das alternativas abaixo, a única que identifica corretamente as características técnicas dos protocolos UDP (User Datagram Protocol):;O protocolo UDP é melhor para transmitir dados pouco sensíveis, como fluxos de mensagem.;Usar User Datagram Protocol (UDP) provê para as camadas superiores inúmeras garantias de confiabilidade.;O UDP é um protocolo bem simples, por isso ele é orientado apenas para conexões.;1
Qual das alternativas abaixo lista de forma correta as camadas do modelo OSI?;física, enlace, rede, transmissão, sessão, apresentação, aplicação;física, lógica, rede, transporte, sessão, apresentação, aplicação;física, enlace, rede, transporte, sessão, apresentação, aplicação;3
Uma arquitetura de redes de computadores inclui um conjunto de protocolos que dá suporte a transmissão de dados. Em uma arquitetura de camadas, os protocolos possuem uma estruturação hierárquica onde cada protocolo de nível superior é suportado por um protocolo de nível inferior. Em relação ao processamento das informações relativas aos serviços de cada camada, pode-se afirmar que: ;O encapsulamento acontece quando há o processo de retirada das informações no dispositivo que recebe a mensagem, enquanto o desencapsulamento acontece quando há adição de informações pelo dispositivo que as envia.;O tipo de encapsulamento usado em uma determinada camada tem que ser conhecido pelas camadas correspondentes, em todos os dispositivos que participam da comunicação, o que é garantido com o uso do mesmo protocolo.;O desencapsulamento empacota as informações de protocolo necessárias antes de passar pela rede. Assim, à medida que o pacote de dados desce ou sobe pelas camadas do modelo OSI, ele recebe cabeçalhos e outras informações.;2
As topologias físicas são representadas pela conexão dos equipamentos de rede. Com relação as vantagens e desvantagens dos tipos de topologias físicas, assinale a alternativa correta:;A topologia de barramento é econômica e de fácil instalação e permite encontrar a causa dos problemas de rede rapidamente.;Na topologia em anel todas as máquinas acessam a rede igualmente e sem impacto em performance, porém, as falhas são difíceis de encontrar, o que pode afetar toda a rede.;A topologia em malha é de fácil instalação, porém não há facilidade de diagnóstico de problemas.;2
O modelo de referência TCP/IP é um modelo aplicado em toda a internet e redes de computadores. Enquanto o modelo OSI é usado como referência, o TCP/IP é o modelo a partir do qual a internet se desenvolveu e funciona até hoje. Acerca das camadas do protocolo TCP/IP é correto afirmar que:;O protocolo TCP/IP possui 4 camadas, sendo elas: aplicação, transporte, internet e interface.;O protocolo TCP/IP possui 5 camadas, sendo elas: aplicação, transporte, internet, enlace e física.;O protocolo TCP/IP possui 4 camadas, sendo elas: aplicação, transporte, rede e interface.;1
O termo comutação de circuitos refere-se a comunicação que estabelece um caminho independente entre o transmissor e o receptor da mensagem. Acerca das propriedades gerais que definem o paradigma da comutação de circuitos, assinale a alternativa correta:;A comunicação ponto a ponto define que o circuito pode ser formado por dois ou mais pontos.;As etapas separadas para criação, uso e término do circuito distinguem os circuitos que são comutados dos circuitos permanentes.;O desempenho equivalente a um caminho físico isolado fornece a distinção entre um caminho físico isolado e um par de entidades.;2
Para ter a aparência de uma grande rede, integrada como um todo, a internet utiliza um esquema uniforme de endereçamento: a cada computador e atribuído um endereço IP único. Todos os aplicativos da internet utilizam esse endereço ao se comunicar com ele. Acerca dos endereçamentos IP, é correto afirmar que:;Os endereçamentos IP são fornecidos pela rede. ;O IP define um esquema de endereçamento que depende dos endereços MAC. Os endereços IP são utilizados como remetente na internet assim como os endereços MAC são utilizados como destinos em uma LAN.;O software do protocolo IP usa o endereço IP de destino quando encaminha o pacote através da internet para o computador de destino.;3
Em cada camada do TCP/IP podemos ter vários protocolos operando e, dessa forma, o TCP/IP não é o nome de um único protocolo, mais sim de um conjunto de protocolos, sabendo disso qual dos protocolos a seguir fazem parte da camada de aplicação?;SMTP, HTTP, SSH, FTP e SNMP.;MAC, SMTP, HTTP, FTP, SNMP E CSS.;CSS, Tolken Ring, FTP, SNMP e HTTP.;1
As redes podem utilizar comutação de circuitos ou comutação de pacotes. A comutação de pacotes, que é a base da Internet, é uma forma de multiplexação estatística na qual os remetentes dividem as mensagens em pequenos pacotes. Cada pacote enviado através de uma LAN contém um endereço, esse endereço é:;IP;DNS;MAC;3
Relacionado a codificação de bits no meio físico de transmissão. Qual das alternativas abaixo se refere CODIFICAÇÃO BIPOLAR?;É exposto envio de mais bits a cada variação de do sinal;A tensão varia entre negativo e positivo em seus valores;São tipos distintos de tensão, positivo, negativo e zero.;3
Redes em fio transmitem dados e informações por meio de sinais sejam eles eletromagnéticos, infravermelho, entre outros, para a comunicação sem fio existem vários padrões como WMAN, WWAN, WLAN, WPAN. Quais desses padrões são utilizados para redes locais wireless?;WWAN;WLAN;WPAN;2
